repo_name,owner,repo_name_short,language,description,html_url,norm_openrank,norm_star_fork_avg,norm_activity,openrank_slope,activity_volatility,star_growth_rate,ecosystem_correlation,contributor_strength,semantic_similarity,basic_strength_score,temporal_dynamic_score,relationship_enhancement_score,final_priority_score
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,C++,Cataclysm - Dark Days Ahead. A turn-based survival game set in a post-apocalyptic world.,https://github.com/CleverRaven/Cataclysm-DDA,0.26,0.33,0.0,0.26,0.0,0.26,0.0,0.0,0.26,0.23,0.18,0.05,0.17
hashicorp/terraform-provider-aws,hashicorp,terraform-provider-aws,Go,The AWS Provider enables Terraform to manage AWS resources.,https://github.com/hashicorp/terraform-provider-aws,0.23,0.41,0.0,0.23,0.0,0.23,0.0,0.0,0.23,0.24,0.16,0.05,0.17
bitnami/charts,bitnami,charts,Smarty,Bitnami Helm Charts,https://github.com/bitnami/charts,0.22,0.41,0.0,0.22,0.0,0.22,0.0,0.0,0.22,0.24,0.16,0.04,0.16
WordPress/gutenberg,WordPress,gutenberg,JavaScript,The Block Editor project for WordPress and beyond. Plugin is available from the official repository.,https://github.com/WordPress/gutenberg,0.25,0.32,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.22,0.18,0.05,0.16
woocommerce/woocommerce,woocommerce,woocommerce,PHP,"A customizable, open-source ecommerce platform built on WordPress. Build any commerce solution you can imagine.",https://github.com/woocommerce/woocommerce,0.22,0.42,0.0,0.22,0.0,0.22,0.0,0.0,0.22,0.24,0.16,0.04,0.16
matrix-org/synapse,matrix-org,synapse,Python,Synapse: Matrix homeserver written in Python/Twisted.,https://github.com/matrix-org/synapse,0.26,0.28,0.0,0.26,0.0,0.26,0.0,0.0,0.26,0.22,0.18,0.05,0.16
darktable-org/darktable,darktable-org,darktable,C,darktable is an open source photography workflow application and raw developer,https://github.com/darktable-org/darktable,0.26,0.26,0.0,0.26,0.0,0.26,0.0,0.0,0.26,0.21,0.18,0.05,0.16
ankidroid/Anki-Android,ankidroid,Anki-Android,Kotlin,AnkiDroid: Anki flashcards on Android. Your secret trick to achieve superhuman information retention.,https://github.com/ankidroid/Anki-Android,0.23,0.26,0.0,0.23,0.0,0.23,0.0,0.0,0.23,0.19,0.16,0.05,0.15
microsoft/winget-pkgs,microsoft,winget-pkgs,PowerShell,The Microsoft community Windows Package Manager manifest repository,https://github.com/microsoft/winget-pkgs,0.22,0.32,0.0,0.22,0.0,0.22,0.0,0.0,0.22,0.21,0.16,0.04,0.15
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,Python,"Chia blockchain python implementation (full node, farmer, harvester, timelord, and wallet)",https://github.com/Chia-Network/chia-blockchain,0.24,0.26,0.0,0.24,0.0,0.24,0.0,0.0,0.24,0.2,0.17,0.05,0.15
freddier/hyperblog,freddier,hyperblog,HTML,Un blog increíble para el curso de Git y Github de Platzi,https://github.com/freddier/hyperblog,0.19,0.44,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.23,0.14,0.04,0.15
nuxt/framework,nuxt,framework,0,"Old repo of Nuxt 3 framework, now on nuxt/nuxt",https://github.com/nuxt/framework,0.23,0.23,0.0,0.23,0.0,0.23,0.0,0.0,0.23,0.18,0.16,0.05,0.14
trustwallet/assets,trustwallet,assets,Go,"A comprehensive, up-to-date collection of information about several thousands (!) of crypto tokens.",https://github.com/trustwallet/assets,0.11,0.63,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.25,0.08,0.02,0.13
firebase/flutterfire,firebase,flutterfire,Dart,🔥 A collection of Firebase plugins for Flutter apps.,https://github.com/firebase/flutterfire,0.2,0.27,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.18,0.14,0.04,0.13
spyder-ide/spyder,spyder-ide,spyder,Python,Official repository for Spyder - The Scientific Python Development Environment,https://github.com/spyder-ide/spyder,0.2,0.22,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.17,0.14,0.04,0.13
openvinotoolkit/openvino,openvinotoolkit,openvino,C++,OpenVINO™ is an open source toolkit for optimizing and deploying AI inference,https://github.com/openvinotoolkit/openvino,0.21,0.25,0.0,0.21,0.0,0.21,0.0,0.0,0.21,0.18,0.15,0.04,0.13
github/codeql,github,codeql,CodeQL,"CodeQL: the libraries and queries that power security researchers around the world, as well as code scanning in GitHub Advanced Security",https://github.com/github/codeql,0.2,0.22,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.17,0.14,0.04,0.13
PrestaShop/PrestaShop,PrestaShop,PrestaShop,PHP,PrestaShop is the universal open-source software platform to build your e-commerce solution.,https://github.com/PrestaShop/PrestaShop,0.2,0.28,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.18,0.14,0.04,0.13
realsenseai/librealsense,realsenseai,librealsense,C++,RealSense SDK,https://github.com/realsenseai/librealsense,0.19,0.27,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.17,0.13,0.04,0.12
apache/beam,apache,beam,Java,Apache Beam is a unified programming model for Batch and Streaming data processing.,https://github.com/apache/beam,0.19,0.26,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.17,0.13,0.04,0.12
o3de/o3de,o3de,o3de,C++,"Open 3D Engine (O3DE) is an Apache 2.0-licensed multi-platform 3D engine that enables developers and content creators to build AAA games, cinema-quality 3D worlds, and high-fidelity simulations without any fees or commercial obligations.",https://github.com/o3de/o3de,0.2,0.23,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.17,0.14,0.04,0.12
home-assistant/home-assistant.io,home-assistant,home-assistant.io,HTML,:blue_book: Home Assistant User documentation,https://github.com/home-assistant/home-assistant.io,0.17,0.32,0.0,0.17,0.0,0.17,0.0,0.0,0.17,0.18,0.12,0.03,0.12
google/it-cert-automation-practice,google,it-cert-automation-practice,Python,Google IT Automation with Python Professional Certificate - Practice files,https://github.com/google/it-cert-automation-practice,0.02,0.95,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.3,0.02,0.0,0.12
jlord/patchwork,jlord,patchwork,Rich Text Format,All the Git-it Workshop completers! ,https://github.com/jlord/patchwork,0.03,0.87,0.0,0.03,0.0,0.03,0.0,0.0,0.03,0.27,0.02,0.01,0.12
project-chip/connectedhomeip,project-chip,connectedhomeip,C++,"Matter (formerly Project CHIP) creates more connections between more objects, simplifying development for manufacturers and increasing compatibility for consumers, guided by the Connectivity Standards Alliance.",https://github.com/project-chip/connectedhomeip,0.19,0.22,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.16,0.13,0.04,0.12
prusa3d/PrusaSlicer,prusa3d,PrusaSlicer,C++,"G-code generator for 3D printers (RepRap, Makerbot, Ultimaker etc.)",https://github.com/prusa3d/PrusaSlicer,0.19,0.22,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.16,0.13,0.04,0.12
flutter/engine,flutter,engine,C++,The Flutter engine,https://github.com/flutter/engine,0.17,0.27,0.0,0.17,0.0,0.17,0.0,0.0,0.17,0.17,0.12,0.03,0.12
apache/iceberg,apache,iceberg,Java,Apache Iceberg,https://github.com/apache/iceberg,0.18,0.23,0.0,0.18,0.0,0.18,0.0,0.0,0.18,0.16,0.13,0.04,0.12
azerothcore/azerothcore-wotlk,azerothcore,azerothcore-wotlk,C++,Complete Open Source and Modular solution for MMO,https://github.com/azerothcore/azerothcore-wotlk,0.17,0.22,0.0,0.17,0.0,0.17,0.0,0.0,0.17,0.15,0.12,0.03,0.11
raycast/extensions,raycast,extensions,TypeScript,Everything you need to extend Raycast.,https://github.com/raycast/extensions,0.15,0.24,0.0,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.11,0.03,0.11
kubernetes/website,kubernetes,website,HTML,Kubernetes website and documentation repo: ,https://github.com/kubernetes/website,0.11,0.41,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.18,0.08,0.02,0.11
JetBrains/swot,JetBrains,swot,Kotlin,Identify email addresses or domains names that belong to colleges or universities. Help automate the process of approving or rejecting academic discounts.,https://github.com/JetBrains/swot,0.05,0.69,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.23,0.03,0.01,0.11
microsoft/azuredatastudio,microsoft,azuredatastudio,TypeScript,"Azure Data Studio is a data management and development tool with connectivity to popular cloud and on-premises databases. Azure Data Studio supports Windows, macOS, and Linux, with immediate capability to connect to Azure SQL and SQL Server. Browse the extension library for more database support options including MySQL, PostgreSQL, and MongoDB.",https://github.com/microsoft/azuredatastudio,0.17,0.17,0.0,0.17,0.0,0.17,0.0,0.0,0.17,0.14,0.12,0.03,0.1
oppia/oppia,oppia,oppia,Python,"A free, online learning platform to make quality education accessible for all.",https://github.com/oppia/oppia,0.14,0.23,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.14,0.1,0.03,0.1
Ultimaker/Cura,Ultimaker,Cura,Python,3D printer / slicing GUI built on top of the Uranium framework,https://github.com/Ultimaker/Cura,0.15,0.18,0.0,0.15,0.0,0.15,0.0,0.0,0.15,0.13,0.11,0.03,0.1
Azure/azure-sdk-for-net,Azure,azure-sdk-for-net,C#,This repository is for active development of the Azure SDK for .NET. For consumers of the SDK we recommend visiting our public developer docs at https://learn.microsoft.com/dotnet/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-net. ,https://github.com/Azure/azure-sdk-for-net,0.13,0.22,0.0,0.13,0.0,0.13,0.0,0.0,0.13,0.13,0.09,0.03,0.09
ethereum/ethereum-org-website,ethereum,ethereum-org-website,Markdown,Ethereum.org is a primary online resource for the Ethereum community.,https://github.com/ethereum/ethereum-org-website,0.13,0.22,0.0,0.13,0.0,0.13,0.0,0.0,0.13,0.13,0.09,0.03,0.09
elementor/elementor,elementor,elementor,PHP,"The most advanced frontend drag & drop page builder. Create high-end, pixel perfect websites at record speeds. Any theme, any page, any design.",https://github.com/elementor/elementor,0.15,0.17,0.0,0.15,0.0,0.15,0.0,0.0,0.15,0.12,0.1,0.03,0.09
apache/hudi,apache,hudi,Java,"Upserts, Deletes And Incremental Processing on Big Data.",https://github.com/apache/hudi,0.13,0.17,0.0,0.13,0.0,0.13,0.0,0.0,0.13,0.12,0.09,0.03,0.09
mozilla-mobile/fenix,mozilla-mobile,fenix,Kotlin, ⚠️ Fenix (Firefox for Android) moved to a new repository. It is now developed and maintained as part of: https://github.com/mozilla-mobile/firefox-android,https://github.com/mozilla-mobile/fenix,0.14,0.15,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.12,0.1,0.03,0.09
kubevirt/kubevirt,kubevirt,kubevirt,Go,Kubernetes Virtualization API and runtime in order to define and manage virtual machines.,https://github.com/kubevirt/kubevirt,0.15,0.16,0.0,0.15,0.0,0.15,0.0,0.0,0.15,0.12,0.1,0.03,0.09
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,Python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting our public developer docs at https://learn.microsoft.com/python/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-python. ,https://github.com/Azure/azure-sdk-for-python,0.12,0.17,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.11,0.08,0.02,0.08
dotnet/docs,dotnet,docs,0,This repository contains .NET Documentation.,https://github.com/dotnet/docs,0.1,0.21,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.12,0.07,0.02,0.08
zero-to-mastery/start-here-guidelines,zero-to-mastery,start-here-guidelines,Python,"Lets Git started in the world of opensource, starting in the Zero To Mastery's opensource playground. Especially designed for education and practical experience purposes.",https://github.com/zero-to-mastery/start-here-guidelines,0.06,0.41,0.0,0.06,0.0,0.06,0.0,0.0,0.06,0.15,0.04,0.01,0.08
mui/mui-x,mui,mui-x,TypeScript,"MUI X: Build complex and data-rich applications using a growing list of advanced React components, like the Data Grid, Date and Time Pickers, Charts, and more!",https://github.com/mui/mui-x,0.12,0.15,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.11,0.09,0.02,0.08
postmanlabs/postman-app-support,postmanlabs,postman-app-support,0,Postman is an API platform for building and using APIs. Postman simplifies each step of the API lifecycle and streamlines collaboration so you can create better APIs—faster.,https://github.com/postmanlabs/postman-app-support,0.13,0.14,0.0,0.13,0.0,0.13,0.0,0.0,0.13,0.11,0.09,0.03,0.08
home-assistant/frontend,home-assistant,frontend,TypeScript,:lollipop: Frontend for Home Assistant,https://github.com/home-assistant/frontend,0.11,0.17,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.08,0.02,0.08
hashicorp/terraform-provider-azurerm,hashicorp,terraform-provider-azurerm,Go,Terraform provider for Azure Resource Manager,https://github.com/hashicorp/terraform-provider-azurerm,0.11,0.2,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.08,0.02,0.08
cloudflare/cloudflare-docs,cloudflare,cloudflare-docs,MDX,Cloudflare’s documentation,https://github.com/cloudflare/cloudflare-docs,0.09,0.31,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.14,0.07,0.02,0.08
joomla/joomla-cms,joomla,joomla-cms,PHP,Home of the Joomla! Content Management System,https://github.com/joomla/joomla-cms,0.11,0.18,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.08,0.02,0.08
docker/docs,docker,docs,Markdown,Source repo for Docker's Documentation,https://github.com/docker/docs,0.1,0.25,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.12,0.07,0.02,0.08
flybywiresim/aircraft,flybywiresim,aircraft,TypeScript,The A32NX & A380X Project are community driven open source projects to create free Airbus aircraft in Microsoft Flight Simulator that are as close to reality as possible.,https://github.com/flybywiresim/aircraft,0.12,0.13,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.1,0.08,0.02,0.07
spack/spack,spack,spack,Python,"A flexible package manager that supports multiple versions, configurations, platforms, and compilers.",https://github.com/spack/spack,0.11,0.15,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.08,0.02,0.07
Azure/azure-powershell,Azure,azure-powershell,C#,Microsoft Azure PowerShell,https://github.com/Azure/azure-powershell,0.1,0.18,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.07,0.02,0.07
Expensify/App,Expensify,App,TypeScript,"Welcome to New Expensify: a complete re-imagination of financial collaboration, centered around chat. Help us build the next generation of Expensify by sharing feedback and contributing to the code.",https://github.com/Expensify/App,0.1,0.16,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.07,0.02,0.07
rstudio/rstudio,rstudio,rstudio,Java,RStudio is an integrated development environment (IDE) for R,https://github.com/rstudio/rstudio,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.09,0.08,0.02,0.07
uBlockOrigin/uAssets,uBlockOrigin,uAssets,Adblock Filter List,Filter lists for uBlock Origin & uBlock Origin Lite,https://github.com/uBlockOrigin/uAssets,0.12,0.13,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.1,0.08,0.02,0.07
Azure/azure-cli,Azure,azure-cli,Python,Azure Command-Line Interface,https://github.com/Azure/azure-cli,0.1,0.16,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.09,0.07,0.02,0.07
open-telemetry/opentelemetry-collector-contrib,open-telemetry,opentelemetry-collector-contrib,Go,Contrib repository for the OpenTelemetry Collector,https://github.com/open-telemetry/opentelemetry-collector-contrib,0.09,0.15,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.07,0.02,0.06
solana-labs/token-list,solana-labs,token-list,Go,The community maintained Solana token registry,https://github.com/solana-labs/token-list,0.04,0.34,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.12,0.03,0.01,0.06
AdguardTeam/AdguardFilters,AdguardTeam,AdguardFilters,Adblock Filter List,AdGuard Content Blocking Filters,https://github.com/AdguardTeam/AdguardFilters,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.07,0.06,0.02,0.06
kubernetes/test-infra,kubernetes,test-infra,Go,Test infrastructure for the Kubernetes project.,https://github.com/kubernetes/test-infra,0.09,0.14,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.08,0.06,0.02,0.06
Azure/azure-rest-api-specs,Azure,azure-rest-api-specs,TypeSpec,The source for REST API specifications for Microsoft Azure.,https://github.com/Azure/azure-rest-api-specs,0.07,0.17,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.08,0.05,0.01,0.05
mdn/translated-content,mdn,translated-content,Markdown,"7 community-maintained translations of MDN Web Docs in ES, FR, JA, KO, PT-BR, RU, and ZH, to learn and contribute in your native language.",https://github.com/mdn/translated-content,0.04,0.21,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.08,0.03,0.01,0.05
nextcloud/desktop,nextcloud,desktop,C++,💻 Desktop sync client for Nextcloud,https://github.com/nextcloud/desktop,0.08,0.09,0.0,0.08,0.0,0.08,0.0,0.0,0.08,0.07,0.05,0.02,0.05
void-linux/void-packages,void-linux,void-packages,Shell,The Void source packages collection,https://github.com/void-linux/void-packages,0.07,0.11,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.07,0.05,0.01,0.05
DataDog/datadog-agent,DataDog,datadog-agent,Go,Main repository for Datadog Agent,https://github.com/DataDog/datadog-agent,0.08,0.1,0.0,0.08,0.0,0.08,0.0,0.0,0.08,0.07,0.05,0.02,0.05
dotnet/macios,dotnet,macios,C#,".NET for iOS, Mac Catalyst, macOS, and tvOS provide open-source bindings of the Apple SDKs for use with .NET managed languages such as C#",https://github.com/dotnet/macios,0.06,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.04,0.01,0.04
mattermost/mattermost-webapp,mattermost,mattermost-webapp,TypeScript,Archived web app of Mattermost. Moved to the monorepo: https://github.com/mattermost/mattermost,https://github.com/mattermost/mattermost-webapp,0.05,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.04,0.01,0.04
openhab/openhab-addons,openhab,openhab-addons,Java,Add-ons for openHAB,https://github.com/openhab/openhab-addons,0.04,0.12,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.06,0.03,0.01,0.04
aws-amplify/amplify-cli,aws-amplify,amplify-cli,TypeScript,The AWS Amplify CLI is a toolchain for simplifying serverless web and mobile development.,https://github.com/aws-amplify/amplify-cli,0.06,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.04,0.01,0.04
brave/brave-core,brave,brave-core,C++,Core engine for the Brave browser for mobile and desktop. For issues https://github.com/brave/brave-browser/issues,https://github.com/brave/brave-core,0.06,0.08,0.0,0.06,0.0,0.06,0.0,0.0,0.06,0.06,0.05,0.01,0.04
Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,Java,This repository is for active development of the Azure SDK for Java. For consumers of the SDK we recommend visiting our public developer docs at https://docs.microsoft.com/java/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-java. ,https://github.com/Azure/azure-sdk-for-java,0.06,0.09,0.0,0.06,0.0,0.06,0.0,0.0,0.06,0.06,0.04,0.01,0.04
tgstation/tgstation,tgstation,tgstation,DM,The /tg/station branch of SS13.,https://github.com/tgstation/tgstation,0.04,0.14,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.06,0.03,0.01,0.04
GoogleChrome/developer.chrome.com,GoogleChrome,developer.chrome.com,HTML,"The frontend, backend, and content source code for developer.chrome.com",https://github.com/GoogleChrome/developer.chrome.com,0.04,0.06,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.01,0.03
firebase/firebase-android-sdk,firebase,firebase-android-sdk,Java,Firebase Android SDK,https://github.com/firebase/firebase-android-sdk,0.05,0.06,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.04,0.01,0.03
Azure/azure-sdk-for-js,Azure,azure-sdk-for-js,TypeScript,This repository is for active development of the Azure SDK for JavaScript (NodeJS & Browser). For consumers of the SDK we recommend visiting our public developer docs at https://docs.microsoft.com/javascript/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-js. ,https://github.com/Azure/azure-sdk-for-js,0.05,0.07,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.03,0.01,0.03
bioconda/bioconda-recipes,bioconda,bioconda-recipes,Shell,Conda recipes for the bioconda channel.,https://github.com/bioconda/bioconda-recipes,0.04,0.11,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.05,0.03,0.01,0.03
cms-sw/cmssw,cms-sw,cmssw,C++,CMS Offline Software,https://github.com/cms-sw/cmssw,0.03,0.12,0.0,0.03,0.0,0.03,0.0,0.0,0.03,0.05,0.02,0.01,0.03
github-education-resources/GitHubGraduation-2022,github-education-resources,GitHubGraduation-2022,0,"Join the GitHub Graduation Yearbook and ""walk the stage"" on June 11.",https://github.com/github-education-resources/GitHubGraduation-2022,0.03,0.15,0.0,0.03,0.0,0.03,0.0,0.0,0.03,0.06,0.02,0.01,0.03
FakeFishGames/Barotrauma,FakeFishGames,Barotrauma,C#,A 2D online multiplayer game taking place in a submarine travelling through the icy depths of Jupiter's moon Europa.,https://github.com/FakeFishGames/Barotrauma,0.04,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.01,0.03
Automattic/jetpack,Automattic,jetpack,PHP,"Security, performance, marketing, and design tools — Jetpack is made by WordPress experts to make WP sites safer and faster, and help you grow your traffic.",https://github.com/Automattic/jetpack,0.04,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.01,0.03
macports/macports-ports,macports,macports-ports,Tcl,The MacPorts ports tree,https://github.com/macports/macports-ports,0.04,0.06,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.01,0.03
